No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
33894,2017,1,11,5,68.0,87.0,32.0,97.0,2800.0,11.0,-5.15,1023.25,-11.5,0.0,1.4
33895,2017,1,11,6,60.0,75.0,30.0,95.0,2500.0,9.0,-5.225,1023.0,-11.6,0.0,1.7
33896,2017,1,11,7,33.0,40.0,18.0,78.0,1500.0,4.0,-5.625,1023.0,-11.4,0.0,0.5
33897,2017,1,11,8,28.0,28.0,12.0,73.0,1100.0,4.0,-5.975,1023.0,-11.0,0.0,0.3
33898,2017,1,11,9,20.0,29.0,15.0,68.0,1100.0,9.0,-5.1,1023.0,-10.6,0.0,0.2
33899,2017,1,11,10,32.0,54.0,17.0,78.0,1800.0,9.0,-1.85,1023.0,-9.7,0.0,1.2
33901,2017,1,11,12,3.0,6.0,20.0,81.0,1800.0,22.0,2.575,1021.75,-10.8,0.0,0.7
33902,2017,1,11,13,39.0,50.0,29.0,86.0,1800.0,25.0,4.4,1020.5,-10.8,0.0,1.5
33903,2017,1,11,14,37.0,37.0,29.0,68.0,1300.0,35.0,6.04,1019.2,-11.4,0.0,2.5
33904,2017,1,11,15,46.0,52.0,16.0,84.0,1200.0,41.0,6.4,1019.0,-11.8,0.0,1.5
33905,2017,1,11,16,50.0,60.0,26.0,89.0,1300.0,21.0,6.525,1018.0,-12.4,0.0,1.9
33906,2017,1,11,17,66.0,103.0,30.0,111.0,1500.0,22.0,5.625,1018.5,-12.5,0.0,1.5
33907,2017,1,11,18,58.0,66.0,27.0,94.0,1300.0,21.0,3.6,1019.0,-12.2,0.0,1.3
33908,2017,1,11,19,38.0,60.0,29.0,78.0,900.0,35.0,1.475,1019.0,-11.3,0.0,1.0
33909,2017,1,11,20,36.0,29.0,22.0,74.0,800.0,28.0,0.05,1019.0,-11.1,0.0,1.5
33910,2017,1,11,21,31.0,32.0,20.0,73.0,800.0,30.0,0.4,1020.0,-10.4,0.0,0.9
33911,2017,1,11,22,22.0,43.0,12.0,88.0,1000.0,16.0,-0.175,1020.0,-10.7,0.0,1.0
33912,2017,1,11,23,22.0,53.0,25.0,104.0,1000.0,8.0,-0.175,1020.0,-11.3,0.0,1.4
33913,2017,1,12,0,31.0,38.0,24.0,88.0,800.0,13.0,1.25,1020.0,-12.8,0.0,1.8
33914,2017,1,12,1,26.0,35.0,19.0,96.0,700.0,14.0,-0.475,1020.0,-12.4,0.0,1.2
33915,2017,1,12,2,23.0,44.0,17.0,85.0,600.0,10.0,-1.0,1019.0,-12.5,0.0,1.6
33916,2017,1,12,3,26.0,49.0,15.0,83.0,900.0,13.0,-1.95,1019.5,-12.5,0.0,0.7
33917,2017,1,12,4,31.0,50.0,21.0,99.0,800.0,36.0,-2.1,1019.25,-12.1,0.0,0.2
33918,2017,1,12,5,32.0,36.0,17.0,91.0,800.0,3.0,-1.675,1019.0,-12.1,0.0,2.8
33919,2017,1,12,6,22.0,38.0,16.0,79.0,700.0,12.0,0.975,1018.25,-12.7,0.0,2.3
33920,2017,1,12,7,19.0,32.0,18.0,44.0,500.0,45.0,0.275,1018.75,-12.8,0.0,1.0
33921,2017,1,12,8,16.0,44.0,16.0,63.0,600.0,35.0,-1.1,1019.0,-12.7,0.0,1.3
33922,2017,1,12,9,26.0,59.0,17.0,61.0,600.0,37.0,-1.05,1019.0,-11.7,0.0,1.1
33923,2017,1,12,10,27.0,41.0,10.0,32.0,500.0,60.0,1.15,1019.0,-11.1,0.0,2.3
33924,2017,1,12,11,20.0,41.0,16.0,23.0,400.0,78.0,2.48,1019.0,-11.3,0.0,2.2
33925,2017,1,12,12,25.0,36.0,14.0,26.0,500.0,83.0,3.6666666666666696,1018.0,-11.4,0.0,3.4
33926,2017,1,12,13,45.0,73.0,24.0,45.0,700.0,66.0,4.1,1017.25,-12.0,0.0,3.4
33927,2017,1,12,14,84.0,80.0,30.0,73.0,1200.0,62.0,5.04,1015.6,-12.6,0.0,4.5
33928,2017,1,12,15,80.0,98.0,28.0,75.0,1400.0,66.0,5.3,1015.0,-12.1,0.0,4.1
33929,2017,1,12,16,94.0,92.0,35.0,87.0,1500.0,48.0,5.15,1014.0,-12.0,0.0,3.7
33930,2017,1,12,17,97.0,104.0,34.0,101.0,1600.0,34.0,4.325,1014.0,-11.7,0.0,1.9
33931,2017,1,12,18,93.0,116.0,31.0,106.0,1800.0,30.0,2.9,1014.0,-11.5,0.0,1.5
33932,2017,1,12,19,121.0,136.0,27.0,108.0,2000.0,33.0,1.775,1014.25,-10.9,0.0,1.5
33933,2017,1,12,20,108.0,128.0,29.0,115.0,1900.0,17.0,0.975,1015.0,-10.7,0.0,0.7
33934,2017,1,12,21,33.0,67.0,5.0,32.0,400.0,80.0,-0.25,1015.0,-10.5,0.0,1.1
33935,2017,1,12,22,19.0,44.0,2.0,25.0,300.0,84.0,2.025,1016.0,-11.7,0.0,3.0
33936,2017,1,12,23,15.0,25.0,10.0,26.0,300.0,88.0,3.675,1016.5,-14.5,0.0,2.4
33937,2017,1,13,0,5.0,13.0,12.0,17.0,300.0,76.0,3.05,1017.0,-15.6,0.0,3.1
33938,2017,1,13,1,20.0,32.0,10.0,40.0,400.0,67.0,2.425,1017.0,-16.9,0.0,2.6
33939,2017,1,13,2,9.0,23.0,9.0,36.0,400.0,66.0,1.125,1018.0,-16.6,0.0,3.3
33940,2017,1,13,3,14.0,12.0,14.0,20.0,200.0,75.0,0.05,1018.5,-16.9,0.0,4.0
33941,2017,1,13,4,8.0,14.0,17.0,13.0,200.0,80.0,-0.875,1019.0,-18.4,0.0,1.3
33942,2017,1,13,5,10.0,23.0,17.0,19.0,200.0,83.0,-2.15,1019.0,-18.3,0.0,0.9
33943,2017,1,13,6,13.0,23.0,15.0,27.0,300.0,72.0,-3.175,1019.5,-18.0,0.0,1.5
33944,2017,1,13,7,17.0,32.0,21.0,36.0,400.0,60.0,-3.0,1020.0,-18.3,0.0,2.9
33945,2017,1,13,8,22.0,31.0,14.0,50.0,500.0,54.0,-2.175,1021.0,-18.0,0.0,3.2
33946,2017,1,13,9,8.0,28.0,10.0,31.0,400.0,68.0,-1.65,1021.75,-18.1,0.0,5.3
33947,2017,1,13,10,8.0,24.0,15.0,28.0,400.0,66.0,-0.9,1022.75,-18.5,0.0,3.6
33948,2017,1,13,11,20.0,31.0,19.0,19.0,400.0,79.0,0.15,1023.0,-18.6,0.0,4.7
33949,2017,1,13,12,13.0,26.0,19.0,10.0,300.0,89.0,1.025,1023.0,-19.6,0.0,3.8
33950,2017,1,13,13,7.0,22.0,6.0,16.0,300.0,88.0,1.95,1022.0,-20.4,0.0,5.7
33951,2017,1,13,14,15.0,24.0,6.0,15.0,300.0,90.0,2.8,1021.8,-21.5,0.0,4.3
33952,2017,1,13,15,9.0,27.0,7.0,9.0,200.0,89.0,3.2,1022.0,-22.1,0.0,4.4
33953,2017,1,13,16,15.0,29.0,12.0,9.0,200.0,85.0,3.25,1022.0,-22.8,0.0,3.8
33954,2017,1,13,17,17.0,26.0,12.0,24.0,300.0,87.0,2.9,1022.0,-22.9,0.0,2.3
33955,2017,1,13,18,18.0,33.0,14.0,37.0,300.0,73.0,2.175,1022.0,-22.9,0.0,3.3
33956,2017,1,13,19,16.0,33.0,17.0,35.0,400.0,61.0,1.525,1023.0,-23.4,0.0,3.8
33957,2017,1,13,20,21.0,40.0,16.0,42.0,600.0,62.0,0.825,1023.0,-23.9,0.0,3.0
33958,2017,1,13,21,18.0,37.0,25.0,42.0,500.0,55.0,0.075,1024.0,-23.6,0.0,3.6
33959,2017,1,13,22,15.0,34.0,26.0,44.0,400.0,57.0,-0.5,1024.75,-23.0,0.0,3.4
33960,2017,1,13,23,22.0,34.0,17.0,42.0,500.0,59.0,-0.8,1025.0,-23.0,0.0,2.5
33961,2017,1,14,0,17.0,37.0,20.0,48.0,100.0,45.0,-1.55,1026.0,-22.7,0.0,0.6
33962,2017,1,14,1,18.0,35.0,21.0,44.0,600.0,38.0,-2.425,1026.0,-22.1,0.0,2.2
33963,2017,1,14,2,17.0,27.0,16.0,49.0,700.0,38.0,-2.45,1026.5,-22.6,0.0,1.2
33964,2017,1,14,3,13.0,20.0,15.0,51.0,500.0,37.0,-4.125,1027.0,-21.6,0.0,2.9
33965,2017,1,14,4,21.0,31.0,14.0,50.0,600.0,84.0,-4.15,1027.25,-22.6,0.0,2.6
33966,2017,1,14,5,18.0,18.0,8.0,49.0,500.0,40.0,-4.875,1027.5,-21.7,0.0,1.6
33967,2017,1,14,6,11.0,20.0,14.0,50.0,500.0,35.0,-5.025,1027.25,-21.7,0.0,3.1
33968,2017,1,14,7,9.0,21.0,12.0,53.0,600.0,30.0,-4.95,1027.75,-21.9,0.0,1.8
33969,2017,1,14,8,24.0,43.0,14.0,68.0,700.0,15.0,-5.6,1028.25,-22.0,0.0,1.5
33970,2017,1,14,9,19.0,44.0,36.0,74.0,1100.0,23.0,-4.8,1029.0,-20.9,0.0,2.9
33971,2017,1,14,10,27.0,56.0,32.0,72.0,1200.0,35.0,-2.575,1030.0,-21.7,0.0,3.6
33972,2017,1,14,11,31.0,31.0,15.0,38.0,600.0,61.0,-1.475,1030.0,-22.0,0.0,3.0
33973,2017,1,14,12,18.0,18.0,12.0,33.0,500.0,59.0,-0.175,1029.75,-22.5,0.0,1.3
33974,2017,1,14,13,12.0,17.0,12.0,19.0,400.0,77.0,1.075,1028.75,-22.9,0.0,1.7
33975,2017,1,14,14,8.0,10.0,4.0,25.0,400.0,63.0,1.96,1028.0,-23.5,0.0,2.5
33976,2017,1,14,15,11.0,23.0,3.0,35.0,400.0,68.0,2.63333333333333,1028.0,-24.0,0.0,2.1
33977,2017,1,14,16,18.0,16.0,13.0,30.0,400.0,72.0,2.65,1028.0,-22.3,0.0,2.4
33978,2017,1,14,17,24.0,40.0,15.0,50.0,500.0,54.0,1.725,1028.5,-23.0,0.0,1.6
33979,2017,1,14,18,31.0,45.0,6.0,59.0,600.0,42.0,0.75,1029.25,-22.1,0.0,1.7
33980,2017,1,14,19,38.0,51.0,11.0,71.0,1000.0,19.0,-0.1,1030.0,-19.6,0.0,1.4
33981,2017,1,14,20,41.0,66.0,37.0,93.0,1900.0,22.0,-0.575,1030.0,-18.6,0.0,2.3
33982,2017,1,14,21,44.0,84.0,19.0,88.0,1600.0,8.0,-1.4,1031.0,-9.6,0.0,1.9
33983,2017,1,14,22,37.0,79.0,11.0,80.0,1000.0,17.0,-1.925,1031.5,-8.4,0.0,2.0
33984,2017,1,14,23,31.0,71.0,17.0,61.0,1100.0,29.0,-2.65,1032.25,-8.3,0.0,2.0
33985,2017,1,15,0,37.0,59.0,5.0,59.0,900.0,28.0,-3.5,1033.0,-8.3,0.0,1.4
33986,2017,1,15,1,32.0,47.0,15.0,54.0,800.0,29.0,-4.0,1033.0,-8.3,0.0,0.6
33987,2017,1,15,2,48.0,50.0,14.0,60.0,1100.0,17.0,-4.725,1033.0,-8.4,0.0,0.7
33988,2017,1,15,3,35.0,39.0,3.0,48.0,600.0,33.0,-4.825,1033.0,-8.2,0.0,1.2
33989,2017,1,15,4,35.0,40.0,14.0,62.0,700.0,67.0,-4.95,1033.0,-8.1,0.0,1.6
33990,2017,1,15,5,42.0,41.0,4.0,46.0,800.0,30.0,-4.05,1032.75,-7.9,0.0,1.6
33991,2017,1,15,6,22.0,36.0,14.0,35.0,600.0,54.0,-4.075,1032.0,-8.1,0.0,0.7
33992,2017,1,15,7,26.0,35.0,8.0,37.0,500.0,53.0,-4.125,1032.0,-8.5,0.0,1.3
33993,2017,1,15,8,17.0,39.0,2.0,32.0,500.0,44.0,-4.25,1031.5,-8.7,0.0,1.4
33994,2017,1,15,9,23.0,42.0,14.0,30.0,500.0,48.0,-4.025,1031.5,-8.9,0.0,2.3
33995,2017,1,15,10,22.0,52.0,14.0,55.0,700.0,38.0,-3.675,1031.5,-8.9,0.0,2.7
33996,2017,1,15,11,34.0,37.0,9.0,45.0,700.0,40.0,-2.66,1031.0,-9.3,0.0,1.8
33997,2017,1,15,12,48.0,54.0,16.0,34.0,600.0,60.0,-1.8333333333333302,1029.66666666667,-9.3,0.0,2.9
33998,2017,1,15,13,49.0,57.0,22.0,37.0,600.0,65.0,-1.35,1028.5,-9.5,0.0,3.3
33999,2017,1,15,14,48.0,64.0,19.0,40.0,700.0,60.0,-1.06,1027.2,-9.3,0.0,3.2
34000,2017,1,15,15,53.0,69.0,12.0,43.0,800.0,61.0,-0.866666666666667,1026.66666666667,-9.3,0.0,1.9
34001,2017,1,15,16,57.0,72.0,11.0,48.0,700.0,61.0,-0.8,1026.25,-9.2,0.0,1.9
34002,2017,1,15,17,76.0,92.0,9.0,76.0,1200.0,28.0,-1.425,1026.0,-9.3,0.0,1.0
34003,2017,1,15,18,81.0,92.0,3.0,81.0,1200.0,14.0,-2.0,1026.0,-9.3,0.0,0.6
34004,2017,1,15,19,76.0,96.0,11.0,81.0,1300.0,17.0,-3.5,1027.0,-9.5,0.0,0.5
34005,2017,1,15,20,72.0,94.0,15.0,82.0,1400.0,22.0,-4.175,1027.0,-9.3,0.0,1.9
34006,2017,1,15,21,72.0,84.0,12.0,89.0,1500.0,22.0,-3.825,1027.25,-8.5,0.0,1.5
34007,2017,1,15,22,74.0,89.0,5.0,87.0,1500.0,20.0,-4.1,1027.25,-8.1,0.0,1.5
34008,2017,1,15,23,85.0,82.0,17.0,87.0,1400.0,11.0,-4.2,1028.0,-8.5,0.0,1.4
34009,2017,1,16,0,86.0,98.0,14.0,88.0,1600.0,22.0,-3.75,1028.0,-8.4,0.0,1.4
34010,2017,1,16,1,92.0,103.0,8.0,81.0,1500.0,14.0,-3.425,1027.5,-8.2,0.0,1.2
34011,2017,1,16,2,94.0,96.0,16.0,71.0,1600.0,17.0,-3.275,1028.0,-8.1,0.0,1.5
34012,2017,1,16,3,93.0,90.0,20.0,78.0,1600.0,13.0,-3.2,1028.0,-8.1,0.0,2.0
34013,2017,1,16,4,97.0,113.0,19.0,85.0,1800.0,55.0,-3.35,1027.0,-8.2,0.0,1.3
34014,2017,1,16,5,97.0,95.0,19.0,81.0,1900.0,13.0,-3.55,1027.0,-8.2,0.0,1.4
34015,2017,1,16,6,89.0,96.0,15.0,84.0,1900.0,24.0,-3.525,1027.0,-8.2,0.0,1.3
34016,2017,1,16,7,90.0,101.0,21.0,82.0,1900.0,21.0,-3.45,1028.0,-8.2,0.0,1.8
34017,2017,1,16,8,87.0,103.0,21.0,81.0,1800.0,23.0,-3.225,1028.0,-8.2,0.0,1.2
34018,2017,1,16,9,89.0,100.0,23.0,84.0,1800.0,18.0,-3.1,1029.0,-7.8,0.0,1.7
34019,2017,1,16,10,66.0,66.0,27.0,73.0,1500.0,22.0,-2.65,1029.5,-7.5,0.0,1.5
34020,2017,1,16,11,60.0,60.0,27.0,61.0,1000.0,25.0,-2.08,1030.0,-7.5,0.0,1.7
34021,2017,1,16,12,72.0,72.0,31.0,66.0,1000.0,32.0,-0.933333333333333,1029.0,-7.2,0.0,1.4
34022,2017,1,16,13,71.0,71.0,28.0,72.0,1000.0,25.0,-0.525,1028.25,-7.2,0.0,2.8
34023,2017,1,16,14,79.0,102.0,14.0,69.0,1400.0,33.0,-0.38,1027.0,-7.4,0.0,1.5
34024,2017,1,16,15,96.0,104.0,13.0,71.0,1500.0,30.0,-0.266666666666667,1027.0,-7.8,0.0,1.9
34025,2017,1,16,16,116.0,116.0,20.0,78.0,1600.0,20.0,0.05,1027.0,-7.9,0.0,1.7
34026,2017,1,16,17,122.0,113.0,11.0,82.0,1500.0,24.0,-0.15,1027.0,-7.9,0.0,2.2
34027,2017,1,16,18,128.0,122.0,19.0,90.0,1700.0,16.0,-0.45,1027.5,-7.9,0.0,1.4
34028,2017,1,16,19,120.0,125.0,18.0,94.0,1800.0,16.0,-0.7,1028.0,-7.0,0.0,1.6
34029,2017,1,16,20,125.0,130.0,19.0,97.0,2100.0,17.0,-0.7,1028.25,-6.7,0.0,1.4
34030,2017,1,16,21,138.0,143.0,26.0,98.0,2500.0,26.0,-0.9,1029.0,-6.5,0.0,1.0
34031,2017,1,16,22,138.0,138.0,24.0,91.0,2800.0,25.0,-1.175,1028.75,-6.1,0.0,1.4
34032,2017,1,16,23,120.0,120.0,24.0,90.0,2600.0,13.0,-1.2,1028.0,-6.2,0.0,1.0
34033,2017,1,17,0,127.0,145.0,19.0,93.0,2700.0,17.0,-1.2,1028.0,-5.9,0.0,1.4
34034,2017,1,17,1,141.0,141.0,18.0,93.0,2900.0,19.0,-1.3,1028.0,-5.8,0.0,1.6
34035,2017,1,17,2,146.0,146.0,24.0,81.0,3100.0,27.0,-1.475,1027.5,-5.8,0.0,0.9
34036,2017,1,17,3,133.0,133.0,21.0,86.0,2800.0,22.0,-1.525,1027.0,-5.7,0.0,1.1
34037,2017,1,17,4,141.0,141.0,23.0,86.0,2800.0,26.0,-1.7,1027.0,-5.7,0.0,1.4
34038,2017,1,17,5,131.0,131.0,26.0,76.0,2500.0,16.0,-1.65,1026.75,-5.6,0.0,1.2
34039,2017,1,17,6,120.0,120.0,20.0,78.0,2400.0,14.0,-1.775,1026.0,-5.6,0.0,1.5
34040,2017,1,17,7,111.0,133.0,23.0,75.0,1300.0,20.0,-1.9,1026.0,-5.4,0.0,1.0
34041,2017,1,17,8,138.0,148.0,25.0,85.0,2600.0,30.0,-1.9,1026.5,-5.5,0.0,1.2
34042,2017,1,17,9,155.0,168.0,25.0,88.0,3100.0,28.0,-1.8,1027.0,-5.5,0.0,1.4
34043,2017,1,17,10,167.0,168.0,32.0,87.0,3400.0,32.0,-1.35,1027.0,-5.6,0.0,1.6
34044,2017,1,17,11,157.0,161.0,39.0,80.0,2900.0,26.0,-0.78,1027.8,-5.7,0.0,1.3
34045,2017,1,17,12,158.0,158.0,41.0,74.0,2100.0,33.0,-0.266666666666667,1027.0,-5.5,0.0,0.8
34046,2017,1,17,13,154.0,154.0,43.0,62.0,1400.0,54.0,0.35,1026.0,-5.8,0.0,1.4
34047,2017,1,17,14,145.0,145.0,43.0,61.0,1300.0,64.0,0.96,1025.0,-6.6,0.0,1.0
34048,2017,1,17,15,137.0,137.0,28.0,58.0,1100.0,60.0,1.8333333333333302,1025.0,-6.7,0.0,1.8
34049,2017,1,17,16,123.0,129.0,31.0,77.0,1200.0,46.0,1.725,1025.0,-6.7,0.0,1.9
34050,2017,1,17,17,155.0,151.0,32.0,105.0,1800.0,30.0,1.3,1025.0,-6.7,0.0,1.1
34051,2017,1,17,18,169.0,174.0,19.0,110.0,1900.0,22.0,0.35,1025.25,-6.8,0.0,1.4
34052,2017,1,17,19,165.0,174.0,32.0,109.0,1800.0,22.0,-0.225,1026.0,-6.7,0.0,1.9
34053,2017,1,17,20,167.0,167.0,25.0,109.0,1600.0,26.0,-1.15,1027.0,-6.9,0.0,1.2
34054,2017,1,17,21,170.0,170.0,24.0,106.0,1400.0,23.0,-2.25,1027.75,-7.0,0.0,1.0
34055,2017,1,17,22,171.0,171.0,32.0,110.0,100.0,29.0,-3.075,1028.5,-7.3,0.0,0.7
34068,2017,1,18,11,26.0,26.0,5.0,27.0,500.0,48.0,-1.8,1031.75,-16.8,0.0,2.9
34069,2017,1,18,12,22.0,22.0,5.0,29.0,400.0,50.0,-0.75,1030.75,-16.8,0.0,2.1
34070,2017,1,18,13,21.0,21.0,4.0,28.0,400.0,54.0,0.225,1029.75,-16.8,0.0,1.0
34071,2017,1,18,14,20.0,31.0,6.0,37.0,500.0,49.0,0.94,1028.4,-16.6,0.0,0.4
34072,2017,1,18,15,35.0,51.0,8.0,51.0,700.0,43.0,1.6333333333333302,1028.0,-15.7,0.0,1.2
34073,2017,1,18,16,49.0,66.0,11.0,68.0,800.0,33.0,1.25,1028.0,-15.4,0.0,1.4
34074,2017,1,18,17,57.0,80.0,14.0,79.0,900.0,23.0,1.0,1027.25,-15.2,0.0,1.8
34075,2017,1,18,18,50.0,77.0,11.0,87.0,900.0,11.0,0.55,1027.0,-14.8,0.0,1.1
34076,2017,1,18,19,46.0,67.0,11.0,86.0,900.0,10.0,0.0,1027.75,-14.8,0.0,0.9
34077,2017,1,18,20,43.0,67.0,11.0,81.0,100.0,12.0,-0.75,1028.0,-14.7,0.0,1.1
34078,2017,1,18,21,50.0,75.0,11.0,86.0,1100.0,8.0,-1.575,1028.0,-14.2,0.0,0.7
34079,2017,1,18,22,55.0,71.0,12.0,84.0,100.0,10.0,-2.55,1027.5,-13.8,0.0,0.9
34080,2017,1,18,23,54.0,77.0,12.0,86.0,900.0,9.0,-3.55,1027.0,-13.3,0.0,0.7
34081,2017,1,19,0,64.0,79.0,17.0,90.0,1100.0,9.0,-2.9,1026.5,-12.1,0.0,1.2
34082,2017,1,19,1,76.0,98.0,23.0,95.0,1800.0,9.0,-1.925,1025.5,-10.6,0.0,1.5
34083,2017,1,19,2,87.0,101.0,29.0,96.0,2600.0,10.0,-1.7,1025.0,-9.6,0.0,1.0
34090,2017,1,19,9,103.0,107.0,21.0,81.0,2400.0,17.0,-2.85,1024.0,-7.9,0.0,3.3
34091,2017,1,19,10,34.0,114.0,18.0,27.0,700.0,50.0,-1.425,1024.0,-10.4,0.0,6.6
34092,2017,1,19,11,12.0,119.0,8.0,10.0,400.0,69.0,-0.825,1025.0,-15.6,0.0,6.8
34093,2017,1,19,12,12.0,106.0,5.0,8.0,300.0,76.0,-0.775,1025.0,-18.3,0.0,6.6
34094,2017,1,19,13,12.0,120.0,4.0,7.0,300.0,81.0,-0.8,1025.75,-19.8,0.0,8.6
34095,2017,1,19,14,9.0,65.0,4.0,6.0,300.0,83.0,-1.26,1025.4,-21.0,0.0,8.3
34096,2017,1,19,15,9.0,67.0,4.0,6.0,300.0,85.0,-1.4333333333333302,1026.33333333333,-21.7,0.0,5.9
34097,2017,1,19,16,9.0,62.0,4.0,7.0,300.0,84.0,-1.95,1027.0,-23.0,0.0,5.4
34098,2017,1,19,17,10.0,69.0,4.0,9.0,300.0,83.0,-2.75,1028.0,-24.5,0.0,5.0
34099,2017,1,19,18,12.0,62.0,5.0,10.0,300.0,81.0,-3.975,1029.5,-24.9,0.0,3.7
34100,2017,1,19,19,11.0,42.0,5.0,13.0,300.0,75.0,-4.875,1030.75,-25.2,0.0,5.0
34101,2017,1,19,20,11.0,33.0,6.0,17.0,400.0,70.0,-5.56,1031.6,-25.0,0.0,4.4
34102,2017,1,19,21,11.0,21.0,6.0,15.0,400.0,71.0,-6.0,1032.0,-24.9,0.0,4.5
34103,2017,1,19,22,14.0,14.0,7.0,16.0,400.0,68.0,-6.575,1033.0,-25.0,0.0,2.9
34104,2017,1,19,23,8.0,15.0,7.0,18.0,400.0,66.0,-6.825,1033.0,-24.7,0.0,3.2
34105,2017,1,20,0,10.0,10.0,6.0,18.0,400.0,66.0,-7.05,1032.5,-24.3,0.0,2.9
34106,2017,1,20,1,8.0,11.0,6.0,19.0,400.0,63.0,-7.425,1032.0,-24.0,0.0,1.9
34107,2017,1,20,2,8.0,11.0,5.0,15.0,300.0,65.0,-7.425,1032.0,-23.4,0.0,4.6
34108,2017,1,20,3,8.0,11.0,6.0,14.0,400.0,65.0,-6.775,1031.5,-22.9,0.0,4.3
34109,2017,1,20,4,5.0,9.0,5.0,13.0,300.0,85.0,-6.7,1031.25,-22.3,0.0,3.0
34110,2017,1,20,5,7.0,16.0,5.0,12.0,300.0,69.0,-6.95,1031.25,-22.4,0.0,3.1
34111,2017,1,20,6,8.0,15.0,7.0,15.0,400.0,68.0,-7.075,1031.75,-22.5,0.0,2.0
34112,2017,1,20,7,10.0,18.0,8.0,25.0,400.0,58.0,-7.45,1032.0,-22.3,0.0,1.6
34113,2017,1,20,8,11.0,20.0,10.0,31.0,500.0,52.0,-7.9,1032.4,-21.5,0.0,1.5
34114,2017,1,20,9,12.0,18.0,13.0,31.0,600.0,53.0,-7.0,1033.0,-21.0,0.0,1.8
34115,2017,1,20,10,16.0,25.0,11.0,37.0,700.0,49.0,-5.7,1033.0,-21.3,0.0,2.0
34116,2017,1,20,11,17.0,26.0,9.0,35.0,700.0,53.0,-4.34,1033.0,-20.9,0.0,0.8
34117,2017,1,20,12,21.0,21.0,9.0,33.0,700.0,57.0,-2.93333333333333,1032.0,-20.9,0.0,1.1
34118,2017,1,20,13,18.0,20.0,7.0,26.0,600.0,67.0,-1.975,1030.75,-21.0,0.0,1.2
34119,2017,1,20,14,19.0,19.0,7.0,30.0,600.0,66.0,-1.42,1029.0,-22.0,0.0,2.8
34120,2017,1,20,15,17.0,31.0,8.0,39.0,700.0,59.0,-0.5333333333333329,1028.0,-22.0,0.0,3.1
34121,2017,1,20,16,26.0,54.0,10.0,40.0,700.0,63.0,-0.45,1027.5,-22.4,0.0,3.4
34122,2017,1,20,17,24.0,36.0,9.0,37.0,600.0,67.0,-0.95,1027.0,-22.2,0.0,2.7
34123,2017,1,20,18,27.0,27.0,9.0,45.0,700.0,61.0,-2.075,1027.0,-21.7,0.0,2.6
34124,2017,1,20,19,37.0,59.0,10.0,52.0,800.0,56.0,-2.875,1027.0,-21.2,0.0,2.5
34125,2017,1,20,20,45.0,59.0,11.0,56.0,900.0,56.0,-3.825,1027.0,-20.7,0.0,1.5
34126,2017,1,20,21,45.0,65.0,12.0,64.0,100.0,45.0,-4.45,1027.0,-20.6,0.0,1.5
34127,2017,1,20,22,53.0,64.0,18.0,68.0,100.0,39.0,-4.85,1026.75,-20.2,0.0,1.0
34128,2017,1,20,23,64.0,80.0,21.0,74.0,1100.0,32.0,-5.775,1025.5,-19.7,0.0,1.1
34129,2017,1,21,0,68.0,83.0,19.0,85.0,1200.0,20.0,-6.425,1025.0,-19.6,0.0,1.4
34130,2017,1,21,1,70.0,97.0,27.0,98.0,2100.0,16.0,-6.2,1024.0,-19.4,0.0,2.4
34131,2017,1,21,2,81.0,108.0,43.0,98.0,2800.0,17.0,-6.6,1023.75,-19.1,0.0,0.9
34132,2017,1,21,3,90.0,112.0,38.0,89.0,2900.0,19.0,-7.825,1024.0,-18.7,0.0,1.4
34133,2017,1,21,4,90.0,93.0,36.0,87.0,2400.0,69.0,-8.85,1023.25,-17.9,0.0,1.6
34134,2017,1,21,5,69.0,69.0,30.0,84.0,1700.0,14.0,-9.1,1023.0,-17.6,0.0,1.2
34135,2017,1,21,6,32.0,57.0,18.0,58.0,900.0,35.0,-8.225,1023.25,-17.3,0.0,3.1
34136,2017,1,21,7,11.0,38.0,9.0,28.0,500.0,63.0,-2.775,1024.25,-19.6,0.0,1.5
34137,2017,1,21,8,5.0,34.0,7.0,19.0,400.0,71.0,-2.975,1025.25,-20.8,0.0,2.1
34138,2017,1,21,9,6.0,32.0,6.0,16.0,400.0,73.0,-2.725,1026.5,-21.7,0.0,3.8
34139,2017,1,21,10,7.0,21.0,6.0,10.0,300.0,78.0,-2.05,1027.0,-22.2,0.0,4.4
34140,2017,1,21,11,7.0,37.0,5.0,8.0,300.0,81.0,-1.06,1027.0,-22.3,0.0,5.7
34141,2017,1,21,12,11.0,38.0,4.0,7.0,300.0,81.0,-0.633333333333333,1027.0,-23.2,0.0,5.2
34142,2017,1,21,13,6.0,54.0,4.0,6.0,300.0,82.0,-0.5,1026.0,-23.9,0.0,4.9
34143,2017,1,21,14,5.0,39.0,4.0,5.0,300.0,80.0,-0.4,1026.0,-24.0,0.0,5.4
34144,2017,1,21,15,5.0,38.0,3.0,5.0,300.0,79.0,-0.133333333333333,1026.0,-24.3,0.0,4.7
34145,2017,1,21,16,9.0,35.0,3.0,6.0,300.0,79.0,-0.34,1026.8,-24.7,0.0,4.7
34146,2017,1,21,17,8.0,35.0,3.0,7.0,300.0,77.0,-1.15,1028.0,-24.6,0.0,3.8
